1,3.55026
2,3.26786
3,2.92145
4,2.6178
5,2.31948
6,2.16462
7,2.01726
8,2.01216
9,1.98245
10,1.91355
11,2.00638
12,1.91823
13,1.70813
14,1.67013
15,1.53783
16,1.53501
17,1.52434
18,1.51021
19,1.51707
20,1.43018
21,1.40396
22,1.33158
23,1.49458
24,1.4113
25,1.30448
26,1.43382
27,1.06975
28,1.21617
29,1.14377
30,1.12993
31,1.09758
32,1.18951
33,1.00503
34,1.03202
35,1.15214
36,1.03748
37,0.95275
38,1.02201
39,1.01752
40,0.94856
41,0.92903
42,0.90274
43,0.81578
44,0.9351
45,0.92532
46,0.87801
47,0.78574
48,0.82149
49,0.84856
50,0.74419
51,0.7415
52,0.77029
53,0.70149
54,0.77145
55,0.75538
56,0.67598
57,0.70141
58,0.65885
59,0.65471
60,0.74193
61,0.64253
62,0.59721
63,0.68211
64,0.64253
65,0.63522
66,0.72555
67,0.5826
68,0.6243
69,0.53879
70,0.52116
71,0.57708
72,0.56203
73,0.57433
74,0.54011
75,0.54067
76,0.51177
77,0.46826
78,0.50191
79,0.48744
80,0.5221
81,0.5003
82,0.49822
83,0.45663
84,0.4742
85,0.44735
86,0.47552
87,0.41749
88,0.48497
89,0.42458
90,0.38842
91,0.46307
92,0.38963
93,0.36036
94,0.39264
95,0.40162
96,0.39131
97,0.38827
98,0.32835
99,0.39231
100,0.36387
101,0.34486
102,0.36387
103,0.47274
104,0.43454
105,0.45277
106,0.50012
107,0.52726
108,0.58725
109,0.6022
110,0.6049
111,0.69146
112,0.71108
113,0.6909
114,0.76538
115,0.91248
116,0.85525
117,0.91248
118,1.05414
119,0.97213
120,1.05245
121,1.16073
122,1.1529
123,1.22976
124,1.27049
125,1.20646
126,1.34707
127,1.30479
128,1.29291
129,1.41592
130,1.3979
131,1.38994
132,1.42824
133,1.51128
134,1.4743
135,1.58143
136,1.64829
137,1.67982
138,1.63701
139,1.65286
140,1.79048
141,1.72855
142,1.68858
143,1.88683
144,1.77318
145,1.89495
146,1.89308
147,1.81466
148,1.90174
149,1.80909
150,1.8841
151,2.04306
152,2.07821
153,2.00328
154,2.11894
155,2.04841
156,2.20871
157,2.11894
158,2.12381
159,2.15847
160,2.2378
161,2.09033
162,2.2933
163,2.29121
164,2.28863
165,2.28451
166,2.34971
167,2.40886
168,2.46159
169,2.49225
170,2.46184
171,2.4586
172,2.43182
173,2.60511
174,2.53818
175,2.52993
176,2.51835
177,2.60592
178,2.66408
179,2.59827
180,2.71265
181,2.78412
182,2.84153
183,2.72813
184,2.82168
185,2.84119
186,2.82788
187,2.78412
188,2.87981
189,2.82788
190,2.83359
191,2.90154
192,2.96727
193,2.80793
194,2.89951
195,2.83453
196,2.82788
197,3.03609
198,2.8308
199,2.9608
200,2.98775
